event_id,url,title,pub_date,gdelt_lat,gdelt_lon,fetch_method,article_chars,is_hwc_event,species,event_type,humans_killed,humans_injured,animals_killed,animals_injured,event_date,primary_location,location_type,location_notes,gdelt_location_match,confidence,extraction_notes,_error,geocoded_address,final_lat,final_lon,geocode_source,gdelt_all_india_locations_hint
08dbca76-ee75-4ff0-bf05-a6e1a1dcf396,https://indianexpress.com/article/cities/pune/simba-leopard-completes-5-years-manikdoh-rescue-centre-wildlife-sos-10601365/,"Rescued as a 2 - month - old cub from a sugarcane field , Simba the leopard completes 5 years in care",20260325T173000Z,70178.0,19.2,selenium,3355,False,,,,,,,,,,,,high,"No specific HWC event described, only rescue and rehabilitation details.",,,70178.0,19.2,gdelt_fallback,
c16f6e47-5099-478c-9cf8-48af020d2195,https://www.thehindu.com/elections/kerala-assembly/kerala-assembly-elections-2026-repeat-contest-in-kothamangalam-as-antony-takes-on-shibu-again/article70784227.ece,Kerala Assembly Elections 2026 : Repeat contest in Kothamangalam as Antony takes on Shibu again,20260325T173000Z,17699.0,9.98333,selenium,3155,False,,,,,,,,,,,,high,"No specific HWC event described, only mentions as an issue.",,,17699.0,9.98333,gdelt_fallback,
fad7d988-f25b-45a9-9311-2daa7b92448f,https://timesofindia.indiatimes.com/city/coimbatore/kerala-man-trampled-to-death-by-wild-elephant-near-coimbatore/articleshow/129806011.cms,Kerala man trampled to death by wild elephant near Coimbatore | Coimbatore News,20260325T164500Z,17867.0,10.7725,selenium,1097,True,elephant,human_killed,1,,,,2026-03-23,"Kolikandimoolai, Anaikatti, Coimbatore, India",forest_range,Anaikatti forest area near Coimbatore,,high,Clear incident of elephant trampling a man to death,,"Anaikatti, Tamil Nadu, India",11.104833,76.76827750000001,google_maps,
8729c526-43ed-4d20-97d9-ae760e4c6f71,https://www.deccanchronicle.com/southern-states/telangana/telangana-government-initiates-relocation-of-tribal-families-from-amrabad-tiger-reserve-1946270,Telangana Government Initiates Relocation Of Tribal Families From Amrabad Tiger Reserve,20260325T164500Z,17560.0,16.3833,selenium,2441,False,,,,,,,,,,,,high,"No specific HWC incident reported, only relocation plan",,,17560.0,16.3833,gdelt_fallback,
bb07c24a-a7bb-4590-87b7-9b7a07269a83,https://www.newkerala.com/news/a/one-killed-as-wild-elephants-raid-nawada-search-820.htm,"Wild Elephants Kill Man in Bihar , Herd Panics Nawada District",20260325T130000Z,70155.0,22.5667,jina,6119,True,elephant,human_killed,1,,3,,2026-03-25,"Suartoli, Nawada, Bihar, India",village,"Elephants entered from Jharkhand, moved towards Kawakol and Nawadih","Nawada, Bihar, India",high,Specific details provided about the incident and victims,,"Nawada, Bihar, India",24.8866859,85.54345719999999,google_maps,
46bbac15-c1c7-4f6e-a622-7524bb7a852c,https://www.hindustantimes.com/india-news/karnatakas-10-crore-grant-for-landslide-relief-in-wayanad-spurs-row-101774381386286.html,Karnataka ₹10 crore grant for landslide relief in Wayanad spurs row,20260325T071500Z,17710.0,11.5667,selenium,2473,True,elephant,animal_killed_by_human,,,1,,2024-02-00,"Wayanad, Kerala, India",district,"Wayanad district, Kerala",,high,Elephant attack victim compensation mentioned,,"Wayanad, Kerala, India",11.6993716,76.077316,google_maps,
71a624dd-bce6-4b3e-8a0e-7bd7e0278a68,https://www.thehindu.com/elections/kerala-assembly/kerala-assembly-polls-2026-ekbal-urges-political-parties-to-shun-communalism-restore-decency-in-poll-discourse/article70780781.ece,"Kerala Assembly polls 2026 : Ekbal urges political parties to shun communalism , restore decency in poll discourse",20260324T160000Z,17699.0,10.0,selenium,2347,False,,,,,,,,,,,,high,"No specific HWC event described, only mentions as a challenge.",,,17699.0,10.0,gdelt_fallback,
b3c23eff-4e6c-4a5c-9c50-2642f1eee527,https://www.mangalorean.com/mp-nhai-secures-wildlife-clearance-for-betul-khandwa-deshgaon-highway/,MP : NHAI secures wildlife clearance for Betul - Khandwa - Deshgaon Highway ​,20260324T133000Z,17725.0,21.8333,jina,7267,False,,,,,,,,,,,,high,"No specific HWC incident reported, only planning and approval details.",,,17725.0,21.8333,gdelt_fallback,
ad771462-c053-4f38-964a-c9a4e5eacce5,https://www.prokerala.com/news/articles/a1742983.html,MP : NHAI secures wildlife clearance for Betul - Khandwa - Deshgaon Highway ​,20260324T131500Z,70287.0,30.3167,jina,5636,False,,,,,,,,,,,,high,"No specific HWC event described, only planning and approval details.",,,70287.0,30.3167,gdelt_fallback,
54e581b3-6e94-4f72-a80f-ddd20a09da70,https://indianexpress.com/article/cities/bangalore/karnataka-grants-rs-10-crore-more-for-wayanad-landslide-rehabilitation-bjp-slams-keralam-cm-shri-siddaramaiah-10597989/,Karnataka CM Under Fire for New ₹10 Cr Wayanad Grant ; R Ashoka Brands Siddaramaiah  Keralam CM  Over Priyanka Gandhi Constituency Funds,20260324T071500Z,17710.0,11.5667,selenium,2039,True,elephant,livestock_kill,,,,,2024-02-00,"Wayanad, Wayanad, Kerala, India",district,near northern border with Karnataka,,medium,"Details about the elephant attack are vague, no specific livestock damage mentioned",,"Wayanad, Kerala, India",11.6993716,76.077316,google_maps,
257ef3b0-c2bb-409e-b994-e566d16feaa8,https://timesofindia.indiatimes.com/city/bareilly/80-year-old-woman-trampled-to-death-by-elephant-near-katarniaghat-sanctuary-in-bahraich-3rd-death-in-month/articleshow/129741593.cms,80 - year - old woman trampled to death by elephant near Katarniaghat sanctuary in Bahraich ; 3rd death in month | Bareilly News,20260323T031500Z,70277.0,27.5833,selenium,1310,True,elephant,attack_on_human,1,,,,2026-03-23,"Bhawanipur, Bahraich, Uttar Pradesh, India",village,Near Katarniaghat wildlife sanctuary,,high,Specific details provided in the article.,,"Bhawanipur, Uttar Pradesh 271841, India",28.3185427,81.1499406,google_maps,
421514ae-e0a8-4223-a39e-fce8d160ea0e,https://theshillongtimes.com/2026/03/19/series-of-awareness-on-hec-coexistence-promotion-organised-across-villages-in-3-assam-dists/,"Series of awareness on HEC , coexistence promotion organised across villages in 3 Assam dists",20260319T111500Z,17578.0,26.8167,jina,4187,False,,,,,,,,,,,,high,"No specific HWC event reported, only awareness programs",,,17578.0,26.8167,gdelt_fallback,
57784609-2c38-445a-b22b-6d6fec98c701,https://timesofindia.indiatimes.com/city/chennai/tamil-nadu-janmam-land-delay-encroachments-threaten-gudalur-elephant-corridor/articleshow/129662261.cms,Tamil Nadu Janmam Land Delay : Encroachments Threaten Gudalur Elephant Corridor | Chennai News,20260318T184500Z,17696.0,14.0,selenium,6248,False,,,,,,,,,,,,high,"No specific HWC event described, only policy and encroachment issues",,,17696.0,14.0,gdelt_fallback,
2399ad29-9bbe-480b-9e97-52af346af6f1,https://www.rediff.com/news/report/tiger-kills-man-in-lakhimpur-kheri-field/20260316.htm,"Deadly Tiger Attack : Farmer Killed in Uttar Pradesh , Forest Officials Respond",20260316T181500Z,17564.0,17.3753,jina,3612,True,tiger,attack_on_human,1,,,,2026-03-16,"Nandlalpurva, Lakhimpur Kheri, Uttar Pradesh, India",village,"Nandlalpurva village, Maheshpur range of the South Kheri forest division",,high,Specific location and event details clearly stated in the article.,,"Lakhimpur, Uttar Pradesh 262701, India",27.9462395,80.7787163,google_maps,
c78a00e9-d297-410c-ba21-a9c5d4baee87,https://www.freepressjournal.in/india/rajasthan-news-forest-guards-narrowly-escape-after-sudden-tiger-encounter-in-ranthambore-tiger-reserve,Rajasthan News : Forest Guards Narrowly Escape After Sudden Tiger Encounter In Ranthambore Tiger Reserve,20260316T163000Z,17939.0,26.2667,selenium,1955,True,tiger,attack_on_human,,,,,2026-03-16,"Gada Doob, Ranthambore Tiger Reserve, Rajasthan, India",forest_range,"near Sultanpur checkpoint, ROPT range",,high,"Tiger encounter during routine patrol, no injuries reported",,"Ranthambore National Park, Rajasthan, India",25.9775867,76.5532869,google_maps,
45ab870d-df51-4beb-9703-1f274a7a4cc2,https://theshillongtimes.com/2026/03/13/solar-street-lights-installed-to-mitigate-hec-in-goalpara-villages/,Solar street lights installed to mitigate HEC in Goalpara villages,20260314T010000Z,72847.0,32.5889,jina,3609,False,,,,,,,,,,,,high,"No specific HWC event reported, only mitigation measures",,,72847.0,32.5889,gdelt_fallback,
94d71e44-58b9-4571-ba3a-4dbb58317cd0,https://www.hindustantimes.com/india-news/ktaka-minister-defends-temporary-halt-on-wildlife-safaris-in-bandipur-and-nagarahole-national-parks-101773344036626.html,Ktaka minister defends temporary halt on wildlife safaris in Bandipur and Nagarahole national parks,20260313T020000Z,17688.0,13.5,selenium,4392,True,tiger,attack_on_human,3,1,,,2022-11-01,,district,"Bandipur and Nagarahole national parks, Chamarajanagar district",,medium,"Specific villages not mentioned, but incidents occurred near forest boundaries in Chamarajanagar district",,,17688.0,13.5,gdelt_fallback,
e323204a-b43f-4cd1-8dfe-6e8e314fc478,https://www.thehindu.com/sci-tech/energy-and-environment/groups-to-prevent-human-elephant-conflict-linked-to-more-elephant-deaths/article70721975.ece,Groups to prevent human - elephant conflict linked to more elephant deaths,20260312T023000Z,70217.0,20.5,selenium,10337,False,,,,,,,,,,,,high,The article discusses a study on the impact of anti-depredation squads on elephant deaths but does not describe a specific HWC event.,,,70217.0,20.5,gdelt_fallback,
f1622322-7d95-4293-997f-8e44aaccb267,https://pragativadi.com/three-keonjhar-forest-officials-suspended-for-dereliction-of-duty/,Three Keonjhar Forest Officials Suspended For Dereliction Of Duty,20260311T064500Z,17813.0,21.6333,jina,3682,True,elephant,crop_raid,,,,,,"Patna, Orissa, India",district,Crop damage caused by elephants,"Keonjhar, Orissa, India",medium,"Event inferred from official action, no direct incident date",,"Patna, Odisha 754119, India",20.061523,86.3009052,google_maps,
1a843aaf-ded4-408e-8e07-4da76b177061,https://www.hindustantimes.com/cities/jaipur-news/rajasthan-forest-department-captures-tiger-after-it-strays-into-agricultural-fields-in-ranthambore-101773082969753.html,Rajasthan : Forest department captures tiger after it strays into agricultural fields in Ranthambore,20260309T200000Z,17853.0,25.4417,selenium,4122,True,tiger,crop_raid,,,,,2026-03-09,"Ramsinghpura, Sawai Madhopur, Rajasthan, India",village,Ranthambore Tiger Reserve,,high,"Tiger strayed into agricultural fields, no injuries or deaths reported.",,"Ramsinghpura, Sawai Madhopur, Rajasthan 322001, India",26.0384782,76.3897733,google_maps,
fb3fd4c4-8f69-4b03-b4eb-640741f10961,https://timesofindia.indiatimes.com/city/bengaluru/elephants-spotted-crossing-karnatakas-first-overpass-in-bengaluru/articleshow/129285616.cms,Elephants Spotted Crossing Overpass : Tusker captured on camera using Karnataka first elephant overpass in south Bengaluru | Bengaluru News,20260309T064500Z,70158.0,12.9333,selenium,2613,False,,,,,,,,,,,,high,"No specific HWC event reported, only infrastructure details.",,,70158.0,12.9333,gdelt_fallback,
1bb71f9b-a97d-4107-96e1-22e78346d3f9,https://timesofindia.indiatimes.com/city/mysuru/as-elephants-keep-returning-mla-turns-to-anegudde-temple-for-answers/articleshow/129283702.cms,"As elephants keep returning , MLA turns to Anegudde Temple for answers | Mysuru News",20260308T203000Z,17683.0,13.35,selenium,1898,True,elephant,crop_raid,,,,,,"Sringeri, Chikkamagaluru, Karnataka, India",district,Multiple attacks and crop raids in the constituency,,medium,No specific date or location for recent incidents,,"Sringeri, Karnataka 577139, India",13.4200208,75.2537727,google_maps,
c78ba722-7819-4b5a-9407-c82014332c1c,https://www.freepressjournal.in/analysis/beyond-the-silver-bullet-keralas-elephant-conundrum-and-the-urgent-need-for-habitat-solutions-over-populist-drives,Beyond The Silver Bullet : Kerala Elephant Conundrum And The Urgent Need For Habitat Solutions Over Populist Drives,20260308T163000Z,70217.0,20.5,selenium,3064,True,elephant,attack_on_human,1,,,,2026-02-00,"Aralam, Wayanad, Kerala, India",village,Aralam Tribal Rehabilitation and Development Mission,,high,Specific event mentioned with clear details.,,"Aralam, Kerala, India",11.96764,75.77203279999999,google_maps,
44c48811-ffac-4536-a706-323888106dc9,https://www.rediff.com/news/report/2man-trampled-to-death-by-elephant-in-ranchi/20260302.htm,"Wild Elephant Attack : Man Dies in Ranchi , Jharkhand - Rediff . com India News",20260302T124500Z,70149.0,23.4333,jina,4788,True,elephant,attack_on_human,1,1,,,2026-03-02,"Chitrakota, Ranchi, Jharkhand, India",village,"Near Ratu police station limits, 18 km from Ranchi",,high,No exact match found in GDELT candidate locations,,"Chitarkota, Jharkhand, India",23.4077534,85.1725618,google_maps,
9ee25b75-4761-4196-a6f0-a114817fb46c,https://www.downtoearth.org.in/mining/coal-v-corridor,Impact of Coal Mining on Bandhavgarh Tiger Corridor : A Conservation Crisis,20260302T113000Z,70106.0,22.4167,jina,4242,False,,,,,,,,,,,,high,"No specific HWC event described, only policy discussion",,,70106.0,22.4167,gdelt_fallback,
4b528d3b-9513-4175-835c-49c825e8ab27,https://www.thehindu.com/news/national/madhya-pradesh/ngt-issues-notices-to-centre-mp-govt-over-clearances-to-adani-groups-coal-block-in-singrauli/article70688939.ece,"NGT issues notices to Centre , M . P . govt over clearances to Adani Group coal block in Singrauli",20260301T053000Z,17744.0,23.5,selenium,5074,False,,,,,,,,,,,,high,"No specific HWC event described, only legal and policy discussions.",,,17744.0,23.5,gdelt_fallback,
cdea8631-6bea-4e9f-9ee8-b81002fdd20e,https://aninews.in/news/national/general-news/rahul-gandhi-priyanka-gandhi-vadra-to-lay-foundation-stone-for-congress-built-houses-for-chooralmala-mundakkai-landslide-victims-on-feb-2620260225115330/,"Rahul Gandhi , Priyanka Gandhi Vadra to lay foundation stone for Congress - built houses for Chooralmala - Mundakkai landslide victims on Feb 26",20260225T073000Z,17705.0,11.1667,jina,3584,False,,,,,,,,,,,,high,"No specific HWC event described, only rehabilitation efforts for landslide victims.",,,17705.0,11.1667,gdelt_fallback,
57f57870-e3f6-4f3a-ab1b-d864780e738d,https://www.newkerala.com/news/a/rahul-gandhi-priyanka-gandhi-vadra-lay-foundation-stone-429.htm,Rahul & Priyanka Gandhi to Lay Foundation for Landslide Victim Homes,20260225T070000Z,17698.0,11.8667,jina,6137,False,,,,,,,,,,,,high,"No specific HWC event described, only rehabilitation efforts and political visits.",,,17698.0,11.8667,gdelt_fallback,
cd3a8e9c-a792-4b4e-81b2-9e7d5181cf01,https://www.thehindu.com/news/cities/Coimbatore/awareness-programme-to-prevent-forest-fires-littering-conducted-in-the-nilgiris/article70666184.ece,"Awareness programme to prevent forest fires , littering conducted in The Nilgiris",20260223T134500Z,17873.0,11.4,selenium,882,False,,,,,,,,,,,,high,"No specific HWC event reported, only awareness campaign",,,17873.0,11.4,gdelt_fallback,
7dabd770-7571-4765-8311-fc2441e82eb3,https://www.hindustantimes.com/india-news/climate-change-adds-to-woes-of-tiger-widows-of-sunderbans-101771633929379.html,Climate change adds to woes of  tiger widow of Sunderbans,20260221T011500Z,70294.0,22.1631,selenium,5933,False,,,,,,,,,,,,high,"No specific HWC event described, only background context",,,70294.0,22.1631,gdelt_fallback,
12590e6d-e0c6-4dbc-9407-d2a20f5b1d01,https://www.downtoearth.org.in/wildlife-biodiversity/after-rivaldo-what-the-death-of-a-tusker-reveals-about-the-future-of-south-indias-nilgiris,Rivaldo Legacy : The Future of Elephants in South India Nilgiris,20260220T134500Z,17696.0,14.0,jina,11771,False,,,,,,,,,,,,high,"No specific HWC event described, only background context.",,,17696.0,14.0,gdelt_fallback,
20d133bd-7164-4c38-837d-5efbdf410362,https://orissadiary.com/tpsodl-launches-gaja-sanrakshana-project-to-mitigate-human-elephant-conflict-in-southern-odisha/,"TPSODL Launches  Gaja Sanrakshana Project  to Mitigate Human – Elephant Conflict in Southern Odisha | Odisha Diary , Latest Odisha News , Breaking News Odisha",20260219T031500Z,70222.0,19.9667,jina,6779,False,,,,,,,,,,,,high,"No specific HWC event reported, only a mitigation project announcement",,,70222.0,19.9667,gdelt_fallback,
7cef9c49-67b0-4981-9681-ee59c99edbef,https://www.prokerala.com/news/articles/a1730507.html,Another fishermen killed in tiger attack in West Bengal Sundarbans,20260218T063000Z,70294.0,22.1631,jina,4074,True,tiger,attack_on_human,1,,,,2026-02-17,"Chhota Mollakhali Kalidaspur, South 24 Parganas, West Bengal, India",village,Sundarbans forest area,"Gosaba, West Bengal, India",high,Event date inferred from article context.,,"Kalidaspur, West Bengal 743378, India",22.1929683,88.8982666,google_maps,
c9ed6a85-b8fe-4e94-b090-0a2d60406b5d,https://www.thehindu.com/news/national/karnataka/agricultural-worker-dies-in-elephant-attack-in-chikkamagaluru-local-people-stage-protests/article70639135.ece,"Agricultural worker dies in elephant attack in Chikkamagaluru , local people stage protests",20260216T144500Z,70164.0,14.8,selenium,1530,True,elephant,attack_on_human,1,,,,2026-02-15,"Pura, Chikkamagaluru, Karnataka, India",village,Near Hunasehalli,,high,Event date inferred from publication date.,,"Pura, Karnataka 577136, India",13.3496698,75.55322880000001,google_maps,
bb4d9784-893b-4916-a579-bf9b5ee3d74f,https://timesofindia.indiatimes.com/city/ranchi/hazaribag-elephants-rampage-third-night-of-havoc-forest-dept-deploys-hamar-hathi-app/articleshow/128393225.cms,"Hazaribag Elephants Rampage : Third Night of Havoc , Forest Dept Deploys  Hamar Hathi  App | Ranchi News",20260215T191500Z,17642.0,21.15,selenium,2413,True,elephant,crop_raid,8,,,,2026-02-13,"Morangi, Hazaribag, Jharkhand, India",village,"Hazaribag district, Churchu block",,high,Event involves multiple nights of elephant damage and human deaths.,,"Morangi, Jharkhand 825302, India",23.9233668,85.38853329999999,google_maps,
4ce84b79-e5c0-4cb3-ae6b-2187f9f07434,https://www.livemint.com/news/india/delhi-news-mutilated-body-of-man-discovered-in-canal-in-rohini-11771072699800.html,Delhi news : Mutilated body of man discovered in canal in Rohini,20260214T164500Z,17643.0,23.45,selenium,2631,True,tiger,attack_on_human,1,,,,2026-02-08,"Mahof, Pilibhit, Uttar Pradesh, India",forest_division,Pilibhit Tiger Reserve,,high,Confidence high as tiger attack suspected by locals.,,"Mahof, Uttar Pradesh, India",28.684908,79.9752212,google_maps,
17b101c3-6cb6-4538-a7cf-f3d57d90b794,https://www.thehindu.com/news/national/odisha/human-deaths-in-encounter-with-elephants-in-odisha-a-cause-of-concern-says-wso/article70628541.ece,"Human deaths in encounter with elephants in Odisha , a cause of concern , says WSO",20260214T033000Z,70216.0,21.6333,selenium,2997,True,elephant,human_killed,3,3,,,2026-02-10,"near Kapilash wildlife sanctuary, Odisha, India",state,near Kapilash wildlife sanctuary,,high,Specific event with exact date and location,,"Odisha, India",20.2375561,84.2700179,google_maps,
9dd4d8ec-08db-435d-9aa6-136fb75ef573,https://www.hindustantimes.com/india-news/supreme-court-gives-nod-to-build-road-through-rajaji-national-park-no-commercial-vehicles-will-ply-on-it-101770924839761.html,Supreme Court gives nod to build road through Rajaji National Park ; no commercial vehicles will ply on it,20260213T030000Z,70284.0,29.9667,selenium,4231,False,,,,,,,,,,,,high,"No specific HWC event described, only policy discussion",,,70284.0,29.9667,gdelt_fallback,
7465f909-9331-46d7-be8e-8700f57d2f65,https://timesofindia.indiatimes.com/life-style/people/wont-i-go-to-school-mother-how-these-4-women-from-maharashtra-turned-protectors-of-children-in-a-village-surrounded-by-tigers/articleshow/128246981.cms,"  Wont I go to school , Mother ? : How these 4 women from Maharashtra are protecting children in a village surrounded by tigers",20260212T093000Z,17763.0,19.95,selenium,4673,True,tiger,crop_raid,,,,,,"Sitaram Peth, Chandrapur, Maharashtra, India",village,near Tadoba Tiger Sanctuary,,high,"Multiple tiger sightings and crop raids mentioned, no specific date",,"Sitaram Peth, Maharashtra, India",20.2114225,79.31205,google_maps,
3de17baa-178c-4ee8-9fd4-20c5b0772f14,https://www.hindustantimes.com/india-news/three-women-killed-in-tusker-attack-in-odisha-forest-101770735035978.html,Three women killed in tusker attack in Odisha forest,20260210T163000Z,70217.0,20.5,selenium,1500,True,elephant,attack_on_human,3,3,,,2026-02-10,"Lochapalli, Dhenkanal, Odisha, India",village,Patpuri Reserve Forest,,high,Specific details provided in the article.,,"Dhenkanal, Odisha, India",20.6584466,85.5964935,google_maps,
2ecb5be9-d1db-4500-baec-50c92caf31e2,https://www.thehindu.com/news/national/tripura/man-critically-injured-in-elephant-attack-in-tripura/article70608707.ece,Man critically injured in elephant attack in Tripura,20260208T224500Z,17887.0,24.1,selenium,1221,True,elephant,attack_on_human,,1,,,2026-02-08,"Chakmaghat, Khowai, Tripura, India",village,near Teliamura,,high,Specific details provided about the incident.,,"Chakmaghat Barrage, Uttar Gakulnagar, Tripura 799205",23.8344331,91.68067219999999,google_maps,
4197604e-e0e7-4b2c-af7e-dec84ffd1ccc,https://www.prokerala.com/news/articles/a1727149.html,"Attacked by Royal Bengal tiger , fisherman body recovered in Sundarbans after 2 days",20260208T163000Z,70294.0,21.8833,jina,5017,True,tiger,attack_on_human,1,,,,2026-02-08,"Kalas Island, Patharpratima, South 24 Parganas, West Bengal, India",village,Sundarbans mangrove forest,,high,Specific location and event details clearly stated.,,"Pathar Pratima Island, West Bengal 743371",21.7590342,88.3287896,google_maps,
45e546b6-ce7c-4122-b011-2ae57f378d51,https://www.thehindu.com/news/national/andhra-pradesh/tiger-tale-life-in-the-territory-of-fear-in-andhra-pradesh/article70596890.ece,Tiger tale : Life in the territory of fear in Andhra Pradesh,20260206T040000Z,17550.0,14.0,selenium,10989,True,tiger,livestock_kill,,,20,,2026-01-22,"Dippakayalapadu, Eluru, Andhra Pradesh, India",village,"Koyyalagudem mandal, near Kannapuram Forest Range",,high,"Multiple livestock kills over two weeks, exact dates not specified for all incidents.",,"Dippakayalapadu, Andhra Pradesh, India",17.1589416,81.41827789999999,google_maps,
2e7e78f6-197c-4f6f-b21b-6aa8d1ccbb5b,https://timesofindia.indiatimes.com/city/guwahati/elephant-kills-couple-in-tamulpur-dist/articleshow/127916831.cms,Elephant kills couple in Tamulpur dist | Guwahati News,20260204T190000Z,17590.0,26.6667,selenium,1414,True,elephant,attack_on_human,2,,,,2026-02-04,"Natunbasti, Tamulpur, Assam, India",village,"near India-Bhutan border, Pagladiya river corridor",,high,Specific details provided in the article.,,"Tamulpur, Assam 781367, India",26.643691,91.57657549999999,google_maps,
